motif,profiles
M33d,
M34'57,
M34,
M34a,
M34a1,
M34a1a,
M34a2,
M34b,
M57,
M57+152,
M57a,
M57b,
M57b1,
M35,
M35+199,
M35a,
M35a1,
M35a1a,
M35a2,
M35b,
M35b+16304,
M35b1,
M35b2,
M35b3,
M35b4,
M35c,
M36,
M36a,
M36b,
M36c,
M36d,
M36d1,
M39'70,
M39,
M39a,
M39a1,
M39a2,
M39b,
M39b1,
M39b2,
M39c,
M70,
M40,
M40a,
M40a1,
M40a1a,
M40a1b,
M42'74,
M42,
M42a,
M42b,
M42b1,
M42b1a,
M42b2,
M74,
M74a,
M74b,
M74b1,
M74b2,
M44,
M44a,
M44a1,
M47,
M48,
M49,
M49a,
M49a1,
M49a2,
M49c,
M49c1,
M49d,
M49e,
M49e1,
M50,
M50a,
M50a1,
M50a2,
M52,
M52a,
M52a1,
M52a1a,
M52a1b,
M52a1b1,
M52b,
M52b1,
M52b1a,
M55'77,
M55,
M77,
M58,
M59,
M60,
M60a,
M60a1,
M60a2,
M60b,
M62'68,
M62,
M62a,
M62b,
M62b+204,
M62b1,
M62b1a,
M62b1a1,
M62b2,
M68,
M68a,
M68a1,
M68a1a,
M68a2,
M68a2a,
M69,
M69a,
M71,
M71+151,
M71a,
M71a1,
M71a1a,
M71a2,
M71b,
M71c,
M72,
M72a,
M73'79,
M73,
M73a,
M73a1,
M73b,
M79,
M76,
M76a,
M81,
M91,
M91a,
M91b,
M80'D,
M80,
D,
D4,
D1,NA19759 NA19719
D1a,
D1a1,
D1a2,
D1b,
D1c,
D1d,
D1d1,
D1d2,NA19716
D1e,
D1f,
D1f1,
D1f2,HG01441
D1f+16189,
D1f3,
D1g,
D1g1,
D1g1a,
D1g1b,
D1g+16189,
D1g2,
D1g2a,
D1g5,
D1g3,
D1g4,
D1g6,
D1h,
D1h1,NA19661
D1h2,NA19728
D1i,
D1i1,NA19747
D1i2,NA19741
D1j,
D1j1,
D1j1a,
D1j1a1,
D1j1a2,
D1k,NA19755
D1m,
D1n,
D4a,NA18648 NA18565
D4a1,NA19572 NA19565
D4a1a,
D4a1a1,NA19556 NA18995
D4a1a1a,NA19546
D4a1b,
D4a1b1,
D4a1c,NA18992
D4a1d,
D4a1e,
D4a1e1,
D4a1f,
D4a1f1,
D4a1g,
D4a1h,
D4a2,
D4a2a,
D4a2b,
D4a3,
D4a3a,
D4a3a1,
D4a3a2,
D4a3b,NA18981
D4a3b1,
D4a3b2,
D4a+16294,
D4a4,
D4a5,
D4a6,
D4a7,
D4a8,NA18591
D4b,
D4b1,
D4b1a,
D4b1a1,NA19086
D4b1a1a,
D4b1a2,
D4b1a2a,NA18535
D4b1a2a1,
D4b1a2a2,
D4b1b'd,
D4b1b,
D4b1b1,
D4b1b1a,
D4b1b1a1,NA19085 NA19056 NA18993
D4b1b2,
D4b1d,NA18789
D4b1c,
D3,
D4b2,
D4b2a,
D4b2a1,
D4b2a2,
D4b2a2a,
D4b2a2a1,NA18968
D4b2a2a2,
D4b2a2b,NA18998 NA18951
D4b2b,NA18702
D4b2b1,NA19066 NA19010 NA18980
D4b2b1a,
D4b2b1b,
D4b2b1c,NA19070
D4b2b1+146,NA18972
D4b2b1d,NA18977 NA18967
D4b2b2,
D4b2b2a,
D4b2b2a1,
D4b2b2b,NA18647
D4b2b2c,NA18739
D4b2b3,
D4b2b4,
D4b2b5,
D4b2b6,NA18625 NA18145
D4b2b7,HG00625
D4b2d,
D4c,
D4c1,
D4c1a,NA19089 NA18983
D4c1a1,
D4c1b,
D4c1b1,NA19076
D4c1b2,
D4c2,
D4c2a,
D4c2b,
D4c2c,
D4d,
D4e,
D4e1'3,
D4e1,NA17986 NA17981
D4e1a,
D4e1a1,
D4e1a2,
D4e1a2a,NA19087
D4e1a3,NA18685
D4e1c,
D2,
D2a'b,
D2a,
D2a1,
D2a1a,
D2a1b,
D2a2,
D2b,
D2b1,
D2b1a,
D2b2,
D2c,
D4e3,NA18692
D4e2,NA18944
D4e2a,
D4e2b,
D4e2c,
D4e2d,
D4e4,
D4e4a,
D4e4a1,
D4e4b,
D4e5,
D4e5a,
D4e5b,NA18108
D4f,
D4f1,
D4g,
D4g1,NA19000
D4g1a,
D4g1b,
D4g1c,NA19004
D4g2,
D4g2a,
D4g2a1,HG00629
D4g2a1a,
D4g2a1b,
D4g2a1c,
D4g2b,
D4g2b1,
D4g2b1a,NA19081
D4h,
D4h1,
D4h1a,
D4h1a1,
D4h1a2,
D4h1b,NA19068
D4h1c,
D4h1c1,
D4h1d,NA18765
D4h2,
D4h3,
D4h3a,
D4h3a1,
D4h3a1a,
D4h3a1a1,
D4h3a1a2,
D4h3a2,
D4h3a3,
D4h3a3a,
D4h3a4,
D4h3a5,
D4h3a6,HG01124
D4h3a+@152,
D4h3a7,
D4h3a8,
D4h3a9,
D4h3b,
D4h4,
D4h4a,
D4i,NA18562
D4i1,
D4i2,
D4i3,
D4j,NA19057
D4j1,
D4j1a,
D4j1a1,NA18768
D4j1a1a,
D4j1a1b,
D4j1a2,
D4j1b,
D4j1b2,
D4j2,
D4j2a,
D4j+16311,
D4j3,NA18694
D4j3a,NA18527
D4j3a1,NA18959
D4j11,
D4j4,
D4j4a,
D4j5,
D4j5a,
D4j+146,NA19568
D4j6,
D4j13,
D4j7,
D4j7a,
D4j8,
D4j+(16286),
D4j9,
D4j10,
D4j12,NA20524
D4j14,NA18957
D4j15,
D4j16,
D4+195,NA19063
D4k,
D4o,
D4o1,
D4o1a,
D4o2,
D4o2a,
D4o2a1,
D4p,
D4p1,
D4l,
D4l1,
D4l1a,
D4l1a1,
D4l2,
D4l2a,
D4l2a1,
D4l2a2,
D4l2b,
D4m,
D4m1,NA18987
D4m2,
D4m2a,NA18532
D4m2a1,
D4m2a1a,
D4n,
D4n1,
D4n1a,
D4n2,
D4q,
D4q1,
D4q1a,
D4s,
D4t,
D+16189,
D5,
D5a'b,
D5a,
D5a1,
D5a1a,
D5a1a1,
D5a1a2,
D5a2,
D5a2a,
D5a2a+16092,
D5a2a1,NA18757 NA18630 NA18533 NA18531
D5a2a1+@16172,HG00628 NA18623
D5a2a1a,NA19054 NA18640
D5a2a1a1,
D5a2a1a1a,
D5a2a1a2,
D5a2a1b,HG00475
D5a2a1b1,
D5a2a2,NA18558
D5a2b,
D5a3,
D5a3a,NA17962
D5a3a1,
D5a3a1a,
D5b,
D5b1,
D5b1a,
D5b1a1,
D5b1a2,
D5b1b,
D5b1b1,NA19002
D5b1b2,
D5b1c,
D5b1c1,NA18573
D5b1c1a,
D5b1d,NA18767 NA18576
D5b2,
D5b3,
D5b3a,
D5b3a1,
D5b4,
D5c,
D5c1,NA18605
D5c1a,NA19074 NA18106
D5c+16311,
D5c2,NA18113
D6,
D6a,
D6a1,
D6a1a,HG00473
D6a2,
D6c,
D6c1,
D6c1a,
N,
N1'5,
N1,
N1a,
N1a1'2,
N1a1,
N1a1a,
N1a1a+152,
N1a1a1,
N1a1a1a,
N1a1a1a1,
N1a1a1a1a,
N1a1a1a2,
N1a1a1a3,
N1a1a1b,
N1a1a2,
N1a1a3,
N1a1b,
N1a1b1,
I,
I1,
I1a,
I1a1,
I1a1a,
I1a1a1,
I1a1a2,HG00369
I1a1a3,
I1a1a3a,
I1a1b,HG00253
I1a1c,
I1a1d,
I1a1e,
I1b,
I1c,
I1c1,
I1c1a,
I1d,
I1e,
I1f,
I2'3,
I2,
I2a,
I2a1,
I2a1a,HG00329
I2a2,
I2a3,
I2b,
I2c,HG00124
I2d,
I2e,
I2f,
I3,
I3a,
I3a1,
I3b,
I3c,
I3d,
I3d1,
I4,
I4a,
I4a1,
I4a2,HG00154
I4b,
I5,
I5a,
I5a1,
I5a1a,
I5a1b,
I5a1c,
I5a2,NA12342
I5a2+16086,
I5a2a,
I5a3,
I5a4,
I5b,
I5b1,
I5c,
I5c1,
I6,
I6a,
I6b,
I7,
N1a2,
N1a3,
N1a3a,
N1a3a1,
N1a3a1a,
N1a3a2,
N1a3a3,
N1b,
N1b1,
N1b1a,
N1b1a1,
N1b1a2,
N1b1a2a,
N1b1a2b,
N1b1a3,
N1b1a+16129,
N1b1a4,
N1b1a4a,
N1b1a5,
N1b1a6,
N1b1a+195,
N1b1a7,
N1b1a8,
N1b1a8a,
N1b1a8b,
N1b1b,
N1b1b1,
N1b2,
N5,
N5a,
N2,
N2a,
N2a1,
N2a2,
W,
W1,
W1a,HG00308
W1b,
W1b1,
W1+119,
W1c,
W1c1,NA12400 NA07056
W1i,
W1d,
W1e,
W1e1,
W1e1a,
W1f,
W1g,
W1h,
W1h1,
W+194,
W3,
W3a,
W3a1,NA12775
W3a1a,
W3a1a1,
W3a1a2,
W3a1a3,
W3a1b,
W3a1+199,
W3a1c,
W3a1d,
W3a2,
W3b,
W3b1,
W4,
W4a,
W4a1,
W4b,
W4c,NA20503
W4d,
W5,
W5a,
W5a1,NA11933
W5a1a,HG00231 NA20762 NA12413
W5a1a1,
W5a1a1a,
W5a2,HG00148
W5a2b,
W5b,
W5b1,
W5b1a,
W6,NA20510
W6a,HG00336 NA20804
W6b,
W6b1,
W6c,
W6c1,
W6c1a,
W6d,
W7,
W8,NA19776
W9,
N3,
N3a,
N3a1,
N3b,
N7,
N7a,
N7a1,
N7a2,
N7b,
N8,
N9,
N9a,NA18628
N9a1'3,
N9a1,HG00592 HG00479
N9a1a,
N9a3,HG00577 NA18740
N9a2'4'5'11,
N9a2,
N9a2a,
N9a2a1,NA18973
N9a2a2,
N9a2a3,NA19082
N9a2c,NA18976
N9a2d,
N9a4,
N9a4a,NA18991 NA18988 NA18960
N9a4b,
N9a4b1,HG00531 NA18747
N9a5,NA19055
N9a11,HG00556
N9a6,
N9a6a,
N9a6b,
N9a7,
N9a8,HG00422
N9a9,NA18612 NA18563
N9a10,
N9a10a,
N9a10a1,NA18741
N9a10a2,
N9a10a2a,
N9a10+16311,
N9a10b,HG00406
N9b,
N9b1,
N9b1a,
N9b1b,
N9b1c,
N9b1c1,
N9b2,
N9b2a,
N9b3,NA19079
N9b4,
Y,
Y1,
Y1a,
Y1a1,
Y1a+16189,
Y1a2,
Y1b,
Y1b1,
Y1b1a,NA18134
Y2,NA18974
Y2a,
Y2a1,
Y2a1a,
Y2b,
N10,
N10a,
N10b,
N11,
N11a,
N11a1,
N11a2,
N11b,
N13,
N14,
N21,
N21+195,
N21a,
N22,
N22a,
A,
A+152,HG00566 HG00565
A+152+16362,NA18642 NA18579 NA18140
A1,
A1a,
A1a1,
A2,HG01174 HG00732 HG00638 HG00553 NA19774
A2a,
A2a1,
A2a2,
A2a3,
A2a4,
A2a5,
A2b,
A2b1,
A2+(64),NA20314 NA19782 NA19729 NA19720
A2c,
A2d,NA19764
A2d1,
A2d1a,NA19789
A2d2,
A2+(64)+@153,
A2e,
A2ao,
A2ao1,
A2f,
A2f1,
A2f1a,
A2f2,
A2f3,
A2g,
A2g1,
A2h,
A2h1,NA19676
A2i,
A2j,NA19756
A2j1,
A2k,
A2k1,
A2k1a,HG01107 HG01104 HG01097 HG01082 HG01060 HG00637
A2+(64)+@16111,
A2l,NA19723
A2m,
A2n,
A2o,
A2ai,NA19770
A2aj,NA19777
A2+(64)+16129,
A2p,
A2p1,
A2p2,
A2am,HG01183 HG01047
A2q,
A2q1,
A2t,
A2u,
A2u1,
A2u2,
A2v,HG01342
A2v1,
A2v1+152,
A2v1a,NA19758 NA19740
A2v1b,
A2w,HG01384 HG01383 HG01375 HG01357 HG01354 HG01351 HG01350 HG01275 HG01274 HG01271 HG01125 HG01113
A2w1,
A2x,
A2y,
A2aa,
A2ab,
A2ac,
A2ac1,HG01440 HG01251 HG01112
A2ad,
A2ad1,
A2ad2,
A2ae,
A2af,
A2af1,
A2af1a,
A2af1a1,
A2af1a2,
A2af1b,
A2af1b1,
A2af1b1a,
A2af1b1b,
A2af1b2,
A2af2,
A2ag,
A2ah,HG01171
A2ak,
A2al,HG01492
A2an,
A2+(64)+16189,NA19783
A2ap,
A2aq,
A2r,
A2r1,NA19722
A2s,
A2z,HG01083 HG01061 HG00736 HG00731
A6,
A6a,
A6b,
A+152+16362+16189,
A12,
A12a,
A23,
A+152+16362+200,NA18146
A13,
A14,NA18697
A15,NA18632
A15a,NA18773 NA18166
A15b,
A15c,
A15c1,
A16,
A17,NA18572
A18,HG00634 NA18615
A19,NA18621
A20,NA18164
A21,
A22,NA17967
A24,NA18791
A25,
A26,
A3,
A3a,NA19012
A7,
A9,
A11,
A11a,
A11+16234,
A11b,
A5,
A5a,NA18964
A5a1,
A5a1a,
A5a1a1,NA18986 NA18979
A5a1a1a,
A5a1a1b,
A5a1a2,
A5a1a2a,
A5a1b,
A5a2,
A5a3,NA18997
A5a3a,NA19560
A5a4,NA18939
A5a5,
A5b,
A5b1,NA18611
A5b1a,NA19561
A5b1b,HG00557
A5b1c,NA17987
A5b1c1,
A5c,
A5c1,
A8,
A8a,
A8a1,
A10,
O,
O1,
O1a,
S,
S1,
S1a,
S2,
S+152,
S3,
S4,
S5,
X,
X1'2'3,
X1'3,
X1,
X1a,
X1c,
X3,
X3a,
X2,
X2+225,
X2a'j,
X2a,
X2a1,
X2a1a,
X2a1a1,
X2a1b,
X2a1b1,
X2a1b1a,
X2a1c,
X2a2,
X2j,
X2b'd,
X2b,
X2b+226,
X2b1,
X2b2,
X2b3,
X2b4,HG00130
X2b4a,
X2b4a1,
X2b5,HG00244
X2b6,
X2b6a,
X2b7,
X2b8,HG00113 HG00100
X2b9,
X2b10,
X2b10a,
X2b11,
X2b+226+16192,HG00108
X2b12,
X2b13,
X2d,
X2d1,
X2d1a,NA20536
X2d2,
X2c,
X2c1,HG00280
X2c1a,
X2c1b,
X2c1c,
X2c1c1,
X2c1d,
X2c1e,
X2c2,
X2e,
X2e1,
X2e1a,
X2e1a1,
X2e1b,
X2e2,
X2e2a,
X2e2a1,
X2e2a2,
X2e2b,
X2e2b1,
X2e2c,
X2e2c1,
X2+225+@153,
X2g,
X2l,
X2+225+@16223,
X2h,
X2i,
X2i+@225,
X2i1,
X2m'n,
X2m,
X2m1,
X2m2,
X2n,
X2o,
X2o1,
X2f,
X2f1,
X2k,
X2p,
X2p1,
X4,
R,
R0,
R0a'b,
R0a,
R0a1,
R0a1a,
R0a1a1,
R0a1a1a,
R0a1a2,
R0a1a3,
R0a1a4,
R0a1+152,
R0a1b,
R0a+60.1T,
R0a2'3,
R0a2,
R0a2a,
R0a2a1,
R0a2b,
R0a2c,
R0a2d,
R0a2e,
R0a2f,
R0a2f1,
R0a2f1a,
R0a2f1b,
R0a2g,
R0a2h,
R0a2i,
R0a2+195,
R0a2j,
R0a2k,
R0a2k1,
R0a2l,
R0a2m,
R0a2n,
R0a3,
R0a3a,
R0a4,
R0b,
HV,
HV0,
HV0a,
HV0a1,
HV0a1a,
V,NA20532
V1,
V1a,
V1a1,
V1a1a,HG00345 HG00323 HG00282 HG00171
V1a1a1,
V1a1b,
V1b,
V2,NA20797
V2a,
V2a1,
V2a1a,
V2b,HG01620
V2b1,
V2b2,
V2c,
V3,
V3a,
V3a1,
V3b,
V3c,
V4,
V5,
V6,
V7,
V7a,
V7a1,
V7b,
V8,
V9,
V9a,
V9a1,
V9a2,
V10,
V10a,
V10b,
V10b1,
V10b2,
V11,
V12,
V13,
V14,
V15,
V15a,
V16,NA12383
V17,
V18,
V18a,
V+150,
V19,
V22,
V+@16298,
V20,
V+@72,
V21,
V23,NA11893
V24,
V25,NA19725
V26,
V27,
V28,
HV0+195,HG01623
HV0b,NA11932
HV0c,
HV0d,
HV0e,
HV0f,
HV0g,
HV1,
HV1a'b'c,
HV1a,
HV1a1,
HV1a1a,
HV1a1b,
HV1a2,
HV1a2a,
HV1a2b,
HV1a3,
HV1a3a,
HV1b,
HV1b1,
HV1b1a,
HV1b1b,
HV1b+152,
HV1b2,NA20801
HV1b3,
HV1b3a,
HV1b3b,
HV1c,
HV1d,
HV+73,
HV2,
HV2a,
HV2a1,
HV2a2,
HV2a3,
HV20,
HV4,
HV4a,
HV4a1,
HV4a1+16291,
HV4a1a,
HV4a1a1,
HV4a1a2,
HV4a1a3,
HV4a1a4,
HV4a2,
HV4a2a,
HV4a2b,
HV4b,
HV4c,
HV5,
HV5a,
HV5b,
HV+16311,NA20587
HV6,NA12872
HV6a,
HV7,
HV8,
HV9,HG00350
HV9+152,
HV9a,
HV9a1,
HV9a1a,
HV9b,
HV9c,NA20814
HV10,
HV11,
HV11a,
HV14,
HV14a,NA18743
HV15,NA12489
HV16,
HV17,
HV17a,NA12058
HV22,
HV23,
HV24,NA20506
HV12,
HV12a,
HV12a1,
HV12b,
HV12b1,
HV12b1a,
HV13,
HV13a,
HV13b,
HV18,
HV19,
HV21,
H,NA12286
H1,HG00182 HG00152 NA20541
H1a,NA20535
H1a1,
H1a1a,
H1a1a1,NA11920
H1a1b,
H1a1c,
H1a2,HG00381 HG00378 HG00310 HG00269 HG00180
H1a3,HG00135
H1a3a,
H1a3a1,
H1a3a2,
H1a3a3,NA20768
H1a3a4,
H1a3b,
H1a3b1,
H1a3c,
H1a3c1,
H1a3d,
H1a4,
H1a5,
H1a6,
H1a7,
H1a8,HG00342
H1a8a,HG00380
H1a9,
H1+16189,HG00372 HG00232 HG00159 NA12890 NA12812
H1b,HG01519 HG01167
H1b1,NA20792 NA20526 NA20509 NA12717
H1b1+16362,HG00138
H1b1a,
H1b1b,
H1b1c,
H1b1d,HG00353
H1b1h,
H1b1e,
H1b1e1,
H1b1f,
H1b1g,
H1b1i,HG00361
H1b2,
H1b2a,
H1b2a1,
H1b3,
H1b4,
H1b5,
H1f,
H1f+16093,
H1f1,HG00335 HG00313
H1f1a,HG00266 HG00189
H1g,
H1g1,
H1g2,
H1k,
H1k1,
H1k1a,
H1y,
H1z,
H1z1,
H1aa,
H1aa1,
H1ab,
H1ab1,
H1ac,
H1ad,
H1cc,
H1c,
H1c1,HG00150 NA12748 NA12249 NA11919
H1c1a,
H1c1a1,NA12399
H1c1b,
H1c1c,
H1c1+16093,
H1c1d,
H1c2,
H1c2a,
H1c3,
H1c3a,NA11930
H1c3b,HG00272 NA11881
H1c4,
H1c4a,
H1c4a1,
H1c4b,
H1c4b1,
H1c5,
H1c5a,
H1c6,NA07347
H1c7,
H1c8,
H1c+152,
H1c9,
H1c9a,
H1c10,
H1c11,
H1c12,
H1c13,
H1c14,
H1c15,
H1c16,
H1c17,
H1c18,
H1c19,
H1c20,
H1c21,
H1c22,
H1e,NA20810 NA20543
H1e1,
H1e1a,HG00110 NA12341 NA12144
H1e1a1,
H1e1a2,
H1e1a3,
H1e1a4,
H1e1a5,
H1e1a6,
H1e1a7,
H1e1a+16278,
H1e1a8,NA12891
H1e1b,
H1e1b1,
H1e1b1a,
H1e1b1b,
H1e1c,
H1e2,HG00111 NA20531 NA20504
H1e2a,
H1e2b,
H1e2c,HG00158 HG00153
H1e2d,NA20803
H1e+16129,
H1e3,
H1e4,
H1e4a,
H1e5,
H1e5a,
H1e5b,
H1e6,
H1e7,
H1e8,
H1e8a,
H1h,
H1h1,HG00382
H1h2,
H1+152,
H1i,
H1i1,
H1i2,
H1i2a,
H1an,
H1an1,
H1an1a,
H1an2,
H1bb,
H1j,
H1j1,
H1j1a,
H1j1a1,
H1j1a2,
H1j1b,
H1j1c,
H1j2,
H1j2a,
H1j3,
H1j4,
H1j5,
H1j6,
H1j7,
H1j8,
H1j9,
H1m,
H1m1,
H1n,
H1n+146,
H1n1,
H1n1a,
H1n1b,
H1n2,
H1n3,
H1n4,HG00278
H1n+146+195,
H1n5,
H1n6,
H1+16355,
H1o,
H1ck,
H1p,NA07345
H1q,NA20790
H1q1,HG00362
H1q1a,
H1q2,
H1q3,NA20811
H1r,
H1r1,
H1s,
H1s1,
H1t,
H1t1,
H1t1a,
H1t1a1,
H1t2,
H1u,
H1u1,
H1u2,
H1v,
H1v1,
H1v1a,
H1v1b,
H1w,
H1x,
H1ae,HG00099
H1ae1,
H1ae2,
H1ae2a,NA12716
H1ae3,
H1ae3a,
H1af,
H1af1,
H1af1a,
H1af1b,
H1af2,
H1ag,
H1ag1,
H1ag1a,
H1ag1b,
H1ah,NA19655
H1ah1,
H1ah2,
H1ai,
H1ai1,
H1aj,NA20525
H1aj1,
H1aj1a,
H1ak,
H1ak1,
H1ak2,
H1am,
H1am1,
H1+16278,
H1ao,NA12777
H1ao1,
H1cg,
H1ap,
H1ap1,
H1aq,
H1aq1,
H1ar,
H1ar1,
H1as,
H1as1,
H1as1a,
H1as2,
H1at,
H1at1,
H1at1a,
H1au,
H1au1,
H1au1a,
H1au1b,
H1av,
H1av1,
H1av1a,
H1aw,
H1aw1,
H1ax,
H1ax1,
H1ay,
H1az,
H1ba,HG00134 NA20769 NA20586 NA19648
H1ba1,
H1bc,
H1bd,
H1be,
H1+16239,
H1bf,
H1bf1,
H1bg,
H1bh,
H1ch,
H1bi,
H1bj,
H1bk,
H1bm,
H1bn,
H1bo,
H1bp,
H1bq,
H1br,
H1bs,
H1bt,
H1bt1,
H1bu,
H1bv,
H1bv1,
H1bw,
H1bx,
H1bz,
H1ca,
H1+16311,
H1cd,HG01521
H1cf,
H1ci,
H1cj,
H2,
H2a,
H2a1,HG00360 NA07048
H2a1a,
H2a1a1,
H2a1a2,
H2a1b,
H2a1b1,
H2a1b2,
H2a1c,
H2a1d,
H2a1e,
H2a1e1,NA11918
H2a1e1a,
H2a1e1a1,
H2a1e1b,
H2a1f,
H2a1f1,
H2a1f2,
H2a1g,
H2a1i,
H2a1j,
H2a1k,
H2a1m,
H2a1+146,
H2a1n,
H2a2,
H2a2a,
H2a2a1,
H2a2a1a,
H2a2a1b,
H2a2a1c,
H2a2a1d,
H2a2a1e,NA07346
H2a2a1f,HG00127
H2a2a1g,
H2a2a1h,
H2a2a2,HG00131
H2a2+(16235),
H2a2b,
H2a2b1,
H2a2b1a,
H2a2b1a1,
H2a2b2,
H2a2b3,
H2a2b4,
H2a2b5,
H2a2b5a,HG00123
H2a3,
H2a3a,
H2a3a1,
H2a3b,
H2a4,
H2a5,
H2a5a,
H2a5a1,NA19682
H2a5a1a,
H2a5a1b,
H2a5b,NA11832
H2a5b1,
H2a5b2,
H2+152+16311,
H2b,NA20585
H2c,
H2c1,
H3,HG00144 HG00137 NA20809 NA12828
H3+152,NA12004
H3a,
H3a1,
H3a1a,HG00118 NA11931
H3g,
H3g1,
H3g1a,
H3g1b,HG00245
H3g2,
H3g3,
H3g4,
H3i,
H3i1,
H3j,
H3k,NA20520
H3k1,
H3k1a,HG00129
H3b,
H3b+16129,HG00328 HG00318
H3b1,
H3b1a,
H3b1b,
H3b1b1,
H3b1b1a,
H3b2,
H3b3,
H3b4,
H3b4a,HG00237
H3b5,
H3b6,
H3b6a,
H3b7,
H3c,
H3c1,
H3c2,
H3c2a,
H3c2a1,
H3c2b,
H3c2b1,HG00156
H3c2c,
H3c3,
H3+73,HG01516
H3d,
H3e,
H3+16311,
H3h,
H3h1,
H3h2,
H3h2a,
H3h3,
H3h3a,
H3h3b,
H3h4,
H3h5,
H3h6,
H3h7,
H3m,
H3n,
H3p,
H3q,
H3q1,
H3r,
H3r1,
H3s,
H3t,
H3u,
H3u1,
H3v,
H3v1,NA10847
H3v+16093,
H3v2,
H3w,
H3x,
H3x1,
H3y,
H3z,HG00239
H3z1,
H3z2,
H3aa,
H3ab,
H3ac,
H3ad,
H3ae,
H3af,
H3ag,HG00252
H3ag1,NA12283
H3ah,
H3ai,
H3aj,
H3ak,
H3am,
H3an,
H3ao,
H3ao1,
H3ap,
H3aq,
H3ar,
H3as,
H3at,
H3at1,
H3au,
H3+16189,
H3av,
H4,
H4a,
H4a1,NA20816
H4a1a,
H4a1a1,NA12829
H4a1a1a,HG00325 NA11840
H4a1a1a1,
H4a1a1a1a,
H4a1a1a1a1,
H4a1a1a2,
H4a1a1a3,
H4a1a1a4,
H4a1a2,
H4a1a2a,
H4a1a2a1,
H4a1a+195,
H4a1a3,
H4a1a3a,
H4a1a4,
H4a1a4a,
H4a1a4b,HG00140 HG00139
H4a1a4b1,
H4a1a4b2,
H4a1a5,
H4a1c,
H4a1c1,
H4a1c1a,
H4a1c2,
H4a1d,
H4a2,
H4b,
H4b1,
H4c,
H4c1,
H4d,
H5'36,NA11831
H5,NA20519
H5a,
H5a1,
H5a1a,HG00309
H5a1b,NA11993
H5a1c,
H5a1c1,
H5a1c1a,
H5a1c2,
H5a1d,
H5a1e,HG00366
H5a1f,
H5a1g,
H5a1g1,
H5a1g1a,
H5a1g2,
H5a1h,
H5a1i,
H5a1j,
H5a1k,
H5a1+152,
H5a1m,
H5a1n,
H5a1+16093,
H5a1p,NA12272
H5a1q,
H5a2,
H5a2a,
H5a3,
H5a3a,
H5a3a1,
